航班号,出港城市,到港城市,出发时刻,班期,产品,航空公司,起飞城市所属省/市,降落城市所属省/市,起飞城市机场名称,降落城市机场名称,起飞机场IATA代码,降落机场IATA代码,降落时刻
HU7405,杭州,郑州,6:55,246,666/2666,海南航空,浙江省,河南省,杭州萧山国际机场,郑州新郑国际机场,HGH,CGO,9:00
HU7483,海口,桂林,6:55,124567,666/2666,海南航空,海南省,广西,海口美兰国际机场,桂林两江国际机场,HAK,KWL,8:20
HU7577,北京,杭州,6:55,23,666/2666,海南航空,北京,浙江省,北京首都国际机场,杭州萧山国际机场,PEK,HGH,9:20
HU7621,北京,榆林,6:55,7,666/2666,海南航空,北京,陕西省,北京首都国际机场,榆林榆阳机场,PEK,UYN,8:35
JD5111,北京,西双版纳,6:55,1357,666/2666,首都航空,北京,云南省,北京大兴国际机场,西双版纳嘎洒国际机场,PKX,JHG,10:40
JD5227,广州,重庆市,6:55,1234567,666/2666,首都航空,广东省,重庆,广州白云国际机场,重庆江北国际机场,CAN,CKG,8:55
JD5577,北京,三亚,6:55,35,666/2666,首都航空,北京,海南省,北京大兴国际机场,三亚凤凰国际机场,PKX,SYX,11:00
JD5685,北京,阿尔山,6:55,4,666/2666,首都航空,北京,内蒙古,北京大兴国际机场,阿尔山伊尔施机场,PKX,YIE,9:30
JD5919,北京,大理,6:55,1234567,666/2666,首都航空,北京,云南省,北京大兴国际机场,大理凤仪机场,PKX,DLU,10:50
PN6207,重庆市,海口,6:55,246,666/2666,西部航空,重庆,海南省,重庆江北国际机场,海口美兰国际机场,CKG,HAK,9:10
PN6207,重庆市,海口,6:55,35,666/2666,西部航空,重庆,海南省,重庆江北国际机场,海口美兰国际机场,CKG,HAK,8:55
PN6247,重庆市,日照,6:55,246,666/2666,西部航空,重庆,山东省,重庆江北国际机场,日照山字河机场,CKG,RIZ,9:15
PN6273,重庆市,郑州,6:55,357,666/2666,西部航空,重庆,河南省,重庆江北国际机场,郑州新郑国际机场,CKG,CGO,9:00
PN6415,重庆市,合肥,6:55,1,666/2666,西部航空,重庆,安徽省,重庆江北国际机场,合肥新桥国际机场,CKG,HFE,8:45
Y87524,福州,贵阳,6:55,246,666/2666,金鹏航空,福建省,贵州省,福州长乐国际机场,贵阳龙洞堡国际机场,FOC,KWE,9:30
Y87525,深圳,济南,6:55,4,666/2666,金鹏航空,广东省,山东省,深圳宝安国际机场,济南遥墙国际机场,SZX,TNA,9:40
Y87563,深圳,陇南,6:55,17,666/2666,金鹏航空,广东省,甘肃省,深圳宝安国际机场,陇南成县机场,SZX,LNL,10:00
HU7259,广州,大连,6:55,246,666/2666,海南航空,广东省,辽宁,广州白云国际机场,大连周水子国际机场,CAN,DLC,11:25
HU7359,三亚,兰州,6:55,1234567,666/2666,海南航空,海南省,甘肃省,三亚凤凰国际机场,兰州中川国际机场,SYX,LHW,12:10
PN6247,重庆市,沈阳,6:55,246,666/2666,西部航空,重庆,辽宁,重庆江北国际机场,沈阳桃仙国际机场,CKG,SHE,11:40
Y87563,深圳,吐鲁番,6:55,17,666/2666,金鹏航空,广东省,新疆,深圳宝安国际机场,吐鲁番交河机场,SZX,TLQ,14:00
8L9617,西双版纳,大理,7:00,1234567,666/2666,祥鹏航空,云南省,云南省,西双版纳嘎洒国际机场,大理凤仪机场,JHG,DLU,8:10
8L9649,西双版纳,泸州,7:00,1357,666/2666,祥鹏航空,云南省,四川省,西双版纳嘎洒国际机场,泸州云龙机场,JHG,LZO,8:45
8L9681,乌鲁木齐,喀什,7:00,5,666/2666,祥鹏航空,新疆,新疆,乌鲁木齐天山国际机场,喀什徕宁国际机场,URC,KHG,9:05
8L9688,郑州,成都,7:00,1234567,666/2666,祥鹏航空,河南省,四川省,郑州新郑国际机场,成都天府国际机场,CGO,TFU,9:10
8L9707,昆明,揭阳,7:00,1367,666/2666,祥鹏航空,云南省,广东省,昆明长水国际机场,揭阳潮汕国际机场,KMG,SWA,9:25
8L9817,丽江,重庆市,7:00,1234567,666/2666,祥鹏航空,云南省,重庆,丽江三义国际机场,重庆江北国际机场,LJG,CKG,8:40
8L9895,昆明,兰州,7:00,13567,666/2666,祥鹏航空,云南省,甘肃省,昆明长水国际机场,兰州中川国际机场,KMG,LHW,8:50
8L9919,昆明,芒市,7:00,35,666/2666,祥鹏航空,云南省,云南省,昆明长水国际机场,德宏芒市机场,KMG,LUM,8:00
8L9971,昆明,海口,7:00,246,666/2666,祥鹏航空,云南省,海南省,昆明长水国际机场,海口美兰国际机场,KMG,HAK,9:00
8L9971,昆明,海口,7:00,1357,666/2666,祥鹏航空,云南省,海南省,昆明长水国际机场,海口美兰国际机场,KMG,HAK,8:55
9H6003,西安,怀化,7:00,1357,666/2666,长安航空,陕西省,湖南省,西安咸阳国际机场,怀化芷江机场,XIY,HJJ,8:55
9H8333,西安,重庆市,7:00,246,666/2666,长安航空,陕西省,重庆,西安咸阳国际机场,重庆江北国际机场,XIY,CKG,8:25
CN7139,北京,哈尔滨,7:00,5,666/2666,大新华航空,北京,黑龙江省,北京首都国际机场,哈尔滨太平国际机场,PEK,HRB,8:55
GS6511,榆林,青岛,7:00,246,666/2666,天津航空,陕西省,山东省,榆林榆阳机场,青岛胶东国际机场,UYN,TAO,8:55
GS6583,重庆市,三亚,7:00,1234567,666/2666,天津航空,重庆,海南省,重庆江北国际机场,三亚凤凰国际机场,CKG,SYX,9:20
GS7475,乌鲁木齐,阿克苏,7:00,357,666/2666,天津航空,新疆,新疆,乌鲁木齐天山国际机场,阿克苏红旗坡机场,URC,AKU,8:55
GS7549,乌鲁木齐,和田,7:00,23467,666/2666,天津航空,新疆,新疆,乌鲁木齐天山国际机场,和田昆冈机场,URC,HTN,9:10
GS7577,乌鲁木齐,天津,7:00,1247,666/2666,天津航空,新疆,天津,乌鲁木齐天山国际机场,天津滨海国际机场,URC,TSN,10:45
GX8875,海口,张家界,7:00,246,666/2666,北部湾航空,海南省,湖南省,海口美兰国际机场,张家界荷花国际机场,HAK,DYG,9:05
GX8893,海口,阜阳,7:00,1357,666/2666,北部湾航空,海南省,安徽省,海口美兰国际机场,阜阳西关机场,HAK,FUG,9:35
HU6306,琼海,南昌,7:00,4,666/2666,海南航空,海南省,江西省,琼海博鳌机场,南昌昌北国际机场,BAR,KHN,9:15
HU6306,琼海,南昌,7:00,1357,666/2666,海南航空,海南省,江西省,琼海博鳌机场,南昌昌北国际机场,BAR,KHN,9:20
HU7197,北京,兰州,7:00,1357,666/2666,海南航空,北京,甘肃省,北京首都国际机场,兰州中川国际机场,PEK,LHW,9:20
HU7259,广州,东营,7:00,1357,666/2666,海南航空,广东省,山东省,广州白云国际机场,东营胜利机场,CAN,DOY,9:55
HU7434,太原,杭州,7:00,1234567,666/2666,海南航空,山西,浙江省,太原武宿国际机场,杭州萧山国际机场,TYN,HGH,9:05
HU7577,北京,杭州,7:00,14567,666/2666,海南航空,北京,浙江省,北京首都国际机场,杭州萧山国际机场,PEK,HGH,9:20
HU7657,北京,岳阳,7:00,6,666/2666,海南航空,北京,湖南省,北京首都国际机场,岳阳三荷机场,PEK,YYA,9:40
HU7742,太原,深圳,7:00,4,666/2666,海南航空,山西,广东省,太原武宿国际机场,深圳宝安国际机场,TYN,SZX,9:35
PN6363,泉州,长沙,7:00,1234567,666/2666,西部航空,福建省,湖南省,泉州晋江国际机场,长沙黄花国际机场,JJN,CSX,8:35
PN6375,郑州,湘西,7:00,135,666/2666,西部航空,河南省,湖南省,郑州新郑国际机场,湘西边城机场,CGO,DXJ,8:20
PN6455,泉州,武汉,7:00,1357,666/2666,西部航空,福建省,湖北省,泉州晋江国际机场,武汉天河国际机场,JJN,WUH,8:45
PN6472,合肥,重庆市,7:00,1234567,666/2666,西部航空,安徽省,重庆,合肥新桥国际机场,重庆江北国际机场,HFE,CKG,8:50
PN6475,郑州,西双版纳,7:00,1234567,666/2666,西部航空,河南省,云南省,郑州新郑国际机场,西双版纳嘎洒国际机场,CGO,JHG,10:15
UQ2591,于田县／和田地区,乌鲁木齐,7:00,1234567,666/2666,乌鲁木齐航空,新疆,新疆,于田万方机场,乌鲁木齐天山国际机场,YTW,URC,8:55
UQ2599,于田县／和田地区,乌鲁木齐,7:00,246,666/2666,乌鲁木齐航空,新疆,新疆,于田万方机场,乌鲁木齐天山国际机场,YTW,URC,9:00
UQ2599,于田县／和田地区,乌鲁木齐,7:00,1357,666/2666,乌鲁木齐航空,新疆,新疆,于田万方机场,乌鲁木齐天山国际机场,YTW,URC,8:55
UQ3519,郑州,兰州,7:00,246,666/2666,乌鲁木齐航空,河南省,甘肃省,郑州新郑国际机场,兰州中川国际机场,CGO,LHW,8:50
8L9617,西双版纳,南昌,7:00,1234567,666/2666,祥鹏航空,云南省,江西省,西双版纳嘎洒国际机场,南昌昌北国际机场,JHG,KHN,11:25
8L9649,西双版纳,济南,7:00,1357,666/2666,祥鹏航空,云南省,山东省,西双版纳嘎洒国际机场,济南遥墙国际机场,JHG,TNA,12:05
8L9681,乌鲁木齐,阿里,7:00,5,666/2666,祥鹏航空,新疆,西藏,乌鲁木齐天山国际机场,阿里昆莎机场,URC,NGQ,11:30
8L9781,大理,盐城,7:00,1357,666/2666,祥鹏航空,云南省,江苏省,大理凤仪机场,盐城南洋国际机场,DLU,YNZ,12:00
9H6003,西安,三亚,7:00,1357,666/2666,长安航空,陕西省,海南省,西安咸阳国际机场,三亚凤凰国际机场,XIY,SYX,11:55
GX8875,海口,济南,7:00,246,666/2666,北部湾航空,海南省,山东省,海口美兰国际机场,济南遥墙国际机场,HAK,TNA,11:55
HU7259,广州,大连,7:00,1357,666/2666,海南航空,广东省,辽宁,广州白云国际机场,大连周水子国际机场,CAN,DLC,11:25
PN6375,郑州,海口,7:00,135,666/2666,西部航空,河南省,海南省,郑州新郑国际机场,海口美兰国际机场,CGO,HAK,10:45
UQ2591,于田县／和田地区,广州,7:00,1234567,666/2666,乌鲁木齐航空,新疆,广东省,于田万方机场,广州白云国际机场,YTW,CAN,15:25
UQ2599,于田县／和田地区,上海,7:00,246,666/2666,乌鲁木齐航空,新疆,上海市,于田万方机场,上海浦东国际机场,YTW,PVG,14:45
UQ2599,于田县／和田地区,上海,7:00,1357,666/2666,乌鲁木齐航空,新疆,上海市,于田万方机场,上海浦东国际机场,YTW,PVG,14:45
8L9817,丽江,淮安,7:00,1234567,666/2666,祥鹏航空,云南省,江苏省,丽江三义国际机场,淮安涟水国际机场,LJG,HIA,12:05
JD5387,丽江,揭阳,7:00,1234567,666/2666,首都航空,云南省,广东省,丽江三义国际机场,揭阳潮汕国际机场,LJG,SWA,11:15
JD5549,丽江,南京,7:00,1357,666/2666,首都航空,云南省,江苏省,丽江三义国际机场,南京禄口国际机场,LJG,NKG,9:40
JD5387,丽江,南宁,7:00,1234567,666/2666,首都航空,云南省,广西,丽江三义国际机场,南宁吴圩国际机场,LJG,NNG,8:45
8L9793,丽江,天津,7:00,1234567,666/2666,祥鹏航空,云南省,天津,丽江三义国际机场,天津滨海国际机场,LJG,TSN,10:35
8L9825,丽江,武汉,7:00,1234567,666/2666,祥鹏航空,云南省,湖北省,丽江三义国际机场,武汉天河国际机场,LJG,WUH,9:30
8L9508,郑州,昆明,7:05,1256,666/2666,祥鹏航空,河南省,云南省,郑州新郑国际机场,昆明长水国际机场,CGO,KMG,9:35
8L9508,郑州,昆明,7:05,347,666/2666,祥鹏航空,河南省,云南省,郑州新郑国际机场,昆明长水国际机场,CGO,KMG,9:50
8L9683,成都,石家庄,7:05,246,666/2666,祥鹏航空,四川省,河北,成都天府国际机场,石家庄正定国际机场,TFU,SJW,9:35
8L9707,昆明,揭阳,7:05,5,666/2666,祥鹏航空,云南省,广东省,昆明长水国际机场,揭阳潮汕国际机场,KMG,SWA,9:25
9H8353,西安,宜昌,7:05,1234567,666/2666,长安航空,陕西省,湖北省,西安咸阳国际机场,宜昌三峡机场,XIY,YIH,8:35
GS7505,乌鲁木齐,博乐,7:05,56,666/2666,天津航空,新疆,新疆,乌鲁木齐天山国际机场,博乐阿拉山口机场,URC,BPL,8:35
HU7161,广州,杭州,7:05,1234567,666/2666,海南航空,广东省,浙江省,广州白云国际机场,杭州萧山国际机场,CAN,HGH,9:05
HU7627,哈尔滨,天津,7:05,1234567,666/2666,海南航空,黑龙江省,天津,哈尔滨太平国际机场,天津滨海国际机场,HRB,TSN,9:55
JD5143,西安,桂林,7:05,1234567,666/2666,首都航空,陕西省,广西,西安咸阳国际机场,桂林两江国际机场,XIY,KWL,9:15
JD5585,海口,贵阳,7:05,1234567,666/2666,首都航空,海南省,贵州省,海口美兰国际机场,贵阳龙洞堡国际机场,HAK,KWE,8:40
JD5843,杭州,乌鲁木齐,7:05,1234567,666/2666,首都航空,浙江省,新疆,杭州萧山国际机场,乌鲁木齐天山国际机场,HGH,URC,12:05
UQ2579,乌鲁木齐,兰州,7:05,1357,666/2666,乌鲁木齐航空,新疆,甘肃省,乌鲁木齐天山国际机场,兰州中川国际机场,URC,LHW,9:40
8L9683,成都,哈尔滨,7:05,246,666/2666,祥鹏航空,四川省,黑龙江省,成都天府国际机场,哈尔滨太平国际机场,TFU,HRB,12:50
9H8353,西安,温州,7:05,1234567,666/2666,长安航空,陕西省,浙江省,西安咸阳国际机场,温州龙湾国际机场,XIY,WNZ,11:15
HU7627,哈尔滨,南宁,7:05,1234567,666/2666,海南航空,黑龙江省,广西,哈尔滨太平国际机场,南宁吴圩国际机场,HRB,NNG,14:25
UQ2579,乌鲁木齐,扬州,7:05,1357,666/2666,乌鲁木齐航空,新疆,江苏省,乌鲁木齐天山国际机场,扬州泰州国际机场,URC,YTY,13:35
8L9799,丽江,郑州,7:05,1234567,666/2666,祥鹏航空,云南省,河南省,丽江三义国际机场,郑州新郑国际机场,LJG,CGO,9:50
8L9545,昆明,赣州,7:10,246,666/2666,祥鹏航空,云南省,江西省,昆明长水国际机场,赣州黄金机场,KMG,KOW,9:40
8L9623,西双版纳,遵义,7:10,246,666/2666,祥鹏航空,云南省,贵州省,西双版纳嘎洒国际机场,遵义茅台机场,JHG,WMT,8:55
8L9665,成都,赣州,7:10,246,666/2666,祥鹏航空,四川省,江西省,成都天府国际机场,赣州瑞金机场,TFU,KOW,9:20
8L9731,昆明,泸州,7:10,1357,666/2666,祥鹏航空,云南省,四川省,昆明长水国际机场,泸州云龙机场,KMG,LZO,8:35
8L9775,大理,郑州,7:10,246,666/2666,祥鹏航空,云南省,河南省,大理凤仪机场,郑州新郑国际机场,DLU,CGO,10:00
9H8363,梧州,库尔勒,7:10,246,666/2666,长安航空,广西,新疆,梧州西江机场,库尔勒梨城机场,WUZ,KRL,12:40
GS6527,海口,石家庄,7:10,1357,666/2666,天津航空,海南省,河北,海口美兰国际机场,石家庄正定国际机场,HAK,SJW,10:30
GS6559,海口,揭阳,7:10,246,666/2666,天津航空,海南省,广东省,海口美兰国际机场,揭阳潮汕国际机场,HAK,SWA,8:40
GS7505,乌鲁木齐,博乐,7:10,2,666/2666,天津航空,新疆,新疆,乌鲁木齐天山国际机场,博乐阿拉山口机场,URC,BPL,8:35
GS7533,乌鲁木齐,伊宁,7:10,137,666/2666,天津航空,新疆,新疆,乌鲁木齐天山国际机场,伊宁机场,URC,YIN,8:25
GS7597,乌鲁木齐,阿拉尔,7:10,1357,666/2666,天津航空,新疆,新疆,乌鲁木齐天山国际机场,阿拉尔塔里木机场,URC,ACF,9:25
GS7655,西安,大连,7:10,246,666/2666,天津航空,陕西省,辽宁,西安咸阳国际机场,大连周水子国际机场,XIY,DLC,9:30
HU7039,海口,贵阳,7:10,1234567,666/2666,海南航空,海南省,贵州省,海口美兰国际机场,贵阳龙洞堡国际机场,HAK,KWE,9:05
HU7687,海口,宁波,7:10,246,666/2666,海南航空,海南省,浙江省,海口美兰国际机场,宁波栎社国际机场,HAK,NGB,9:45
HU7702,深圳,北京,7:10,467,666/2666,海南航空,广东省,北京,深圳宝安国际机场,北京首都国际机场,SZX,PEK,10:10
HU7702,深圳,北京,7:10,1235,666/2666,海南航空,广东省,北京,深圳宝安国际机场,北京首都国际机场,SZX,PEK,10:15
HU7783,长沙,宁波,7:10,1234567,666/2666,海南航空,湖南省,浙江省,长沙黄花国际机场,宁波栎社国际机场,CSX,NGB,8:55
8L9545,昆明,哈尔滨,7:10,246,666/2666,祥鹏航空,云南省,黑龙江省,昆明长水国际机场,哈尔滨太平国际机场,KMG,HRB,14:25
8L9623,西双版纳,宁波,7:10,246,666/2666,祥鹏航空,云南省,浙江省,西双版纳嘎洒国际机场,宁波栎社国际机场,JHG,NGB,12:00
8L9665,成都,南京,7:10,246,666/2666,祥鹏航空,四川省,江苏省,成都天府国际机场,南京禄口国际机场,TFU,NKG,11:35
8L9731,昆明,天津,7:10,1357,666/2666,祥鹏航空,云南省,天津,昆明长水国际机场,天津滨海国际机场,KMG,TSN,12:15
GS6527,海口,长春,7:10,1357,666/2666,天津航空,海南省,吉林省,海口美兰国际机场,长春龙嘉国际机场,HAK,CGQ,13:30
GS6559,海口,天津,7:10,246,666/2666,天津航空,海南省,天津,海口美兰国际机场,天津滨海国际机场,HAK,TSN,12:00
HU7039,海口,呼和浩特,7:10,1234567,666/2666,海南航空,海南省,内蒙古,海口美兰国际机场,呼和浩特白塔国际机场,HAK,HET,13:00
HU7687,海口,青岛,7:10,246,666/2666,海南航空,海南省,山东省,海口美兰国际机场,青岛胶东国际机场,HAK,TAO,12:30
JD5501,丽江,长沙,7:10,1234567,666/2666,首都航空,云南省,湖南省,丽江三义国际机场,长沙黄花国际机场,LJG,CSX,9:30
8L9699,昆明,石家庄,7:15,246,666/2666,祥鹏航空,云南省,河北,昆明长水国际机场,石家庄正定国际机场,KMG,SJW,10:25
8L9727,昆明,绵阳,7:15,246,666/2666,祥鹏航空,云南省,四川省,昆明长水国际机场,绵阳南郊机场,KMG,MIG,8:55
GS6454,海口,贵阳,7:15,246,666/2666,天津航空,海南省,贵州省,海口美兰国际机场,贵阳龙洞堡国际机场,HAK,KWE,8:55
GS7461,乌鲁木齐,宜昌,7:15,1357,666/2666,天津航空,新疆,湖北省,乌鲁木齐天山国际机场,宜昌三峡机场,URC,YIH,11:15
GS7505,乌鲁木齐,博乐,7:15,7,666/2666,天津航空,新疆,新疆,乌鲁木齐天山国际机场,博乐阿拉山口机场,URC,BPL,8:35
GS7655,西安,大连,7:15,135,666/2666,天津航空,陕西省,辽宁,西安咸阳国际机场,大连周水子国际机场,XIY,DLC,9:30
GX8915,海口,南充,7:15,246,666/2666,北部湾航空,海南省,四川省,海口美兰国际机场,南充高坪机场,HAK,NAO,9:50
GX8949,南宁,赣州,7:15,246,666/2666,北部湾航空,广西,江西省,南宁吴圩国际机场,赣州黄金机场,NNG,KOW,8:50
HU7135,北京,长沙,7:15,1234567,666/2666,海南航空,北京,湖南省,北京首都国际机场,长沙黄花国际机场,PEK,CSX,9:50
HU7637,大连,郑州,7:15,1234567,666/2666,海南航空,辽宁,河南省,大连周水子国际机场,郑州新郑国际机场,DLC,CGO,9:05
HU7687,海口,宁波,7:15,357,666/2666,海南航空,海南省,浙江省,海口美兰国际机场,宁波栎社国际机场,HAK,NGB,9:50
JD5147,西安,西双版纳,7:15,1357,666/2666,首都航空,陕西省,云南省,西安咸阳国际机场,西双版纳嘎洒国际机场,XIY,JHG,9:45
JD5241,西安,大理,7:15,1234567,666/2666,首都航空,陕西省,云南省,西安咸阳国际机场,大理凤仪机场,XIY,DLU,9:50
JD5271,三亚,安阳,7:15,1357,666/2666,首都航空,海南省,河南省,三亚凤凰国际机场,安阳红旗渠机场,SYX,HQQ,10:30
JD5541,三亚,临沂,7:15,246,666/2666,首都航空,海南省,山东省,三亚凤凰国际机场,临沂启阳机场,SYX,LYI,10:50
8L9727,昆明,天津,7:15,246,666/2666,祥鹏航空,云南省,天津,昆明长水国际机场,天津滨海国际机场,KMG,TSN,12:15
GS6454,海口,西宁,7:15,246,666/2666,天津航空,海南省,青海省,海口美兰国际机场,西宁曹家堡国际机场,HAK,XNN,12:15
GS7461,乌鲁木齐,厦门,7:15,1357,666/2666,天津航空,新疆,福建省,乌鲁木齐天山国际机场,厦门高崎国际机场,URC,XMN,13:50
GX8915,海口,合肥,7:15,246,666/2666,北部湾航空,海南省,安徽省,海口美兰国际机场,合肥新桥国际机场,HAK,HFE,12:50
